Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
HOC-HX	7511	4.77	234	0	0	0.53	4.18	0.19	0.19	5.45	0.55	0.15	0.67	0.27	2.06	0.59	0.03	0.44	0.36	1.16	0.73	0.05	8.48	0.41	0.88	0.37	2.24	0.08	0.32	0.07	1.41	0.13	7.20	0	0.44	19.53	3.14	0.19	0	0.84	9.72	1.22	0.28	0.65	0.17	1.09	0.73	0	1.41	0.31	3.93	0.25	0.79	0.01	0.32	0.16	0.40	0.16	2.18	0.15	2.20	0.19	0.08	5.07	1.25	2.13	2.33	8.15	0.17	0.73	0.04	1.40	2.32	0.20	0.96	0.88	0.04	0.60	0.11	0.05	1.73	0.19	0.65	0.04	0.17	0.44	0.04	0.11	0.36	0.36	0.09	0.04	0.08	0.25	0.09	0.27	0.55	
HOC-HY	3503	4.34	204	0	0	0.23	3.17	0.11	0.11	5.00	0.26	0.49	0.60	0.23	1.80	0.86	0.09	0.40	0.31	1.54	1.03	0.03	8.31	0.14	0.74	0.34	3.25	0	0.46	0	1.71	0.06	5.42	0	0.91	18.10	1.71	0.23	0.03	0.54	8.16	1.37	0.29	0.71	0.09	1.08	1.63	0.03	1.54	0.11	4.68	0.06	0.11	0	0.11	0.14	0.54	0.43	2.06	0.20	2.14	0.03	0	6.17	2.91	1.37	5.34	6.22	0.20	1.06	0.09	1.63	2.20	0.09	0.71	2.14	0	2.06	0.03	0.06	2.14	0.20	0.86	0.09	0.06	0.63	0.03	0.14	0.20	0.37	0.26	0.09	0.09	0.60	0.17	0.20	0.23	
HOC-HZ	4497	4.35	221	0	0	0.33	2.67	0.13	0.13	6.09	0.36	0.27	0.44	0.04	1.82	0.89	0.02	0.49	0.20	1.25	0.76	0.09	8.03	0.36	0.89	0.47	2.80	0	0.27	0.04	1.56	0.11	4.98	0	0.51	19.61	2.45	0.11	0.04	0.56	9.45	1.38	0.18	0.78	0.62	1.22	1.05	0.02	1.18	0.38	3.74	0.27	0.31	0	0.51	0.09	0.33	0.38	1.89	0.33	3.87	0.27	0.09	5.43	3.74	2.00	3.45	5.83	0.07	1.02	0.04	1.45	2.38	0.24	0.82	1.42	0	1.05	0.02	0.20	1.62	0.27	0.56	0.02	0.09	0.31	0.04	0.07	0.27	0.36	0.07	0	0.31	0.40	0.20	0.33	0.33	
HOC-IA	7969	4.52	210	0	0	0.39	3.90	0.21	0.21	5.67	0.36	0.20	0.68	0.11	2.06	0.61	0.06	0.43	0.24	0.83	0.44	0.03	8.78	0.30	1.15	0.25	3.94	0.04	0.33	0.01	1.71	0.05	6.93	0	0.38	21.12	1.87	0.19	0.03	1.09	9.94	2.00	0.28	0.67	0.39	1.12	0.74	0.01	1.33	0.36	3.97	0.21	0.73	0	0.20	0.13	0.48	0.41	2.03	0.26	1.24	0.20	0.13	4.94	0.94	1.76	1.81	7.87	0.15	0.61	0	1.42	2.48	0.11	0.85	0.44	0.03	0.69	0.01	0.09	1.82	0.21	0.43	0.04	0.13	0.44	0.03	0.11	0.41	0.36	0.10	0	0.04	0.20	0.06	0.29	0.40	
HOC-IB	3889	4.40	213	0.03	0	0.59	3.16	0.26	0.26	5.43	0.41	0.23	0.46	0.15	1.57	0.93	0.08	0.67	0.10	1.44	0.87	0.05	8.87	0.28	0.98	0.41	2.39	0	0.33	0	1.72	0.13	5.30	0	0.82	18.77	2.06	0	0	0.69	8.90	1.85	0.18	0.72	0.23	1.44	1.23	0.03	1.00	0.31	4.76	0.15	0.28	0	0.44	0.10	0.36	0.44	2.60	0.18	2.60	0.15	0.03	6.15	1.57	2.03	2.78	7.41	0.31	1.08	0.03	1.52	3.24	0.21	1.16	1.23	0	0.90	0.18	0	1.72	0.18	0.18	0.05	0.36	0.54	0.05	0.10	0.33	0.39	0.15	0.08	0.10	0.39	0.15	0.28	0.59	
HOC-IC	5535	4.65	209	0	0	0.22	2.93	0.04	0.04	6.18	0.43	0.16	0.49	0.14	1.93	0.52	0.04	0.42	0.22	0.61	0.52	0.07	8.64	0.31	0.89	0.09	2.02	0	0.13	0	1.68	0.09	6.23	0	0.74	22.04	2.37	0.31	0	0.61	9.81	1.16	0.29	0.54	0.40	1.07	0.79	0.02	1.16	0.36	2.96	0.14	0.23	0	0.34	0.09	0.27	0.51	2.10	0.11	4.10	0.25	0.18	5.55	1.28	1.63	2.40	8.26	0.18	0.92	0	1.70	2.67	0.13	0.76	0.74	0.02	1.17	0.02	0.07	2.10	0.36	0.31	0.02	0.07	0.40	0	0.07	0.40	0.42	0.11	0.04	0.11	0.36	0.04	0.22	0.22	
HOC-ID	3040	4.44	215	0	0.03	0.20	3.62	0.13	0.13	5.39	0.56	0.26	0.53	0.16	2.76	0.82	0.13	0.49	0.13	0.53	0.46	0	7.70	0.49	1.18	0.23	3.32	0.10	0.26	0.03	1.81	0.10	6.55	0	0.10	18.98	2.60	0.23	0.03	0.72	9.87	2.57	0.66	0.99	0.30	1.45	0.66	0	1.09	0.76	4.28	0.23	1.05	0	0.39	0.03	0.23	0.56	1.97	0.13	0.82	0.10	0.16	4.54	0.59	3.03	1.78	9.05	0.16	0.59	0	1.51	3.36	0.03	2.07	0.63	0.03	0.53	0	0.16	1.28	0.10	0.69	0.03	0.03	0.39	0.03	0.10	0.59	0.30	0.16	0.07	0	0.26	0.07	0.49	0.20	
HOC-IE	1624	4.32	219	0	0	0.37	4.74	0.37	0.37	5.97	0.43	0.18	0.62	0.25	2.34	0.68	0.06	0.80	0.49	0.68	0.31	0.06	7.70	0.43	0.92	0.06	3.02	0.06	0.25	0	1.79	0.06	8.31	0	0.43	20.32	2.22	0.12	0.06	0.43	9.42	2.22	0.12	0.80	0.31	1.29	0.43	0	1.05	0.43	4.19	0.06	0.99	0	0.18	0	0.25	0.12	2.09	0.12	2.03	0.18	0.18	4.93	1.72	1.23	2.34	7.70	0.25	0.86	0	1.54	3.57	0.06	1.66	0.55	0	0.86	0	0.06	1.54	0.43	0.25	0.12	0.43	0.62	0	0	0.25	0.31	0.12	0	0	0.18	0.06	0.18	0.37	
HOC-IF	5202	4.48	223	0	0	0.48	3.42	0.13	0.13	5.17	0.58	0.27	0.50	0.19	2.04	0.77	0.04	0.69	0.46	0.79	0.48	0.06	9.55	0.35	0.92	0.10	2.11	0.12	0.21	0.04	1.75	0.04	6.32	0.02	0.40	22.65	1.63	0.12	0.02	0.54	9.07	0.94	0.27	0.81	0.48	0.63	1.75	0.04	0.85	0.35	3.31	0.15	0.12	0	0.21	0.02	0.48	0.33	2.08	0.23	4.31	0.10	0.06	6.02	1.44	1.60	1.83	6.88	0.19	1.15	0.02	1.38	2.21	0.13	1.13	0.60	0	0.73	0.10	0.12	2.13	0.15	0.38	0.04	0.15	0.65	0.04	0.12	0.69	0.44	0.27	0.02	0.04	0.31	0.02	0.15	0.48	
HOC-IG	4879	4.47	209	0	0	0.53	3.12	0.35	0.35	5.39	0.51	0.20	0.39	0.06	2.09	0.39	0.02	0.61	0.29	0.90	0.64	0.02	10.10	0.25	1.00	0.39	3.67	0.02	0.18	0.02	1.56	0.06	6.78	0	0.55	19.72	2.44	0.16	0	1.02	9.08	1.35	0.37	0.70	0.41	1.07	1.25	0.02	1.21	0.27	4.22	0.16	0.55	0	0.12	0.04	0.39	0.29	2.62	0.23	1.46	0.20	0.14	6.29	1.25	1.60	2.13	7.05	0.23	0.51	0	1.41	2.40	0.14	0.86	0.64	0.02	0.51	0.02	0.04	1.60	0.14	0.64	0.02	0.18	0.51	0.04	0.06	0.90	0.39	0.12	0.02	0.20	0.25	0.12	0.25	0.55	
HOC-IH	2553	4.44	235	0.12	0	0.63	2.59	0.24	0.20	5.84	0.39	0.24	0.27	0.16	1.68	0.43	0.08	0.55	0.16	0.90	0.43	0	8.50	0.35	1.61	0.27	3.09	0	0.31	0.04	1.92	0.08	5.99	0	0.78	19.23	2.08	0.08	0	0.59	9.95	1.68	0.24	0.82	0.35	1.49	1.14	0	1.10	0.90	4.54	0.16	0.67	0	0.51	0.12	0.20	0.47	2.12	0.16	2.00	0.16	0	6.11	1.21	2.27	2.39	7.52	0.35	0.51	0	1.10	2.19	0.08	0.90	1.21	0	0.63	0.04	0.12	1.14	0.20	0.20	0.24	0.24	0.51	0	0.20	0.31	0.39	0.04	0.08	0.20	0.20	0.08	0.39	0.67	
HOC-II	2934	4.41	219	0	0	0.82	4.57	0.17	0.17	5.83	0.34	0.41	0.65	0.14	1.98	0.37	0.10	0.14	0.27	0.72	0.41	0.10	7.02	0.20	0.44	0.17	4.12	0	0.44	0	1.87	0.03	6.44	0	0.24	19.84	1.81	0.03	0	1.12	11.32	0.58	0.20	0.55	0.51	0.82	1.23	0	1.81	0.07	4.19	0.20	1.26	0	0.31	0.24	0.34	0.17	1.60	0.17	5.62	0.07	0	4.36	4.60	2.28	2.39	4.06	0.20	1.23	0.03	0.92	2.11	0.24	0.34	0.65	0	0.75	0.03	0	2.15	0.14	0.44	0.10	0.03	0.72	0	0.17	0.34	0.27	0.03	0.03	0	0.41	0.14	1.16	0.82	
HOC-IJ	4744	4.34	237	0.06	0	0.32	2.87	0.36	0.36	5.35	0.59	0.27	0.46	0.13	2.49	1.10	0.06	0.65	0.17	1.03	0.57	0.06	6.77	0.30	1.41	0.30	4.15	0	0.38	0	1.48	0.08	5.42	0	0.76	19.90	1.31	0.15	0.02	0.65	8.09	1.35	0.15	0.74	0.65	1.35	0.84	0	1.37	0.23	4.17	0.46	0.91	0	0.25	0.04	0.53	0.34	3.41	0.25	2.51	0.08	0.02	6.51	1.22	2.57	1.81	8.07	0.30	0.80	0.02	1.45	2.51	0.08	1.33	0.84	0	0.36	0.02	0.15	1.67	0.44	0.34	0.19	0.11	0.32	0	0.15	0.36	0.32	0.06	0.02	0.06	0.21	0.11	0.32	0.34	
HOC-IK	5544	4.39	208	0	0	0.31	2.71	0.05	0.05	5.59	0.51	0.43	0.38	0.09	2.04	1.79	0.07	0.43	0.31	1.95	0.52	0.05	7.27	0.25	0.76	0.18	2.22	0.04	0.25	0.07	1.26	0.05	5.99	0	0.88	17.32	1.91	0.16	0.02	0.69	9.33	1.32	0.25	0.79	0.23	1.12	1.53	0.05	1.08	0.38	3.79	0.16	0.54	0.02	0.43	0.13	0.65	0.87	1.86	0.27	4.87	0.13	0.02	6.24	2.00	1.46	3.91	6.71	0.13	0.96	0.02	1.39	2.54	0.09	0.81	1.75	0.05	1.35	0.04	0.04	2.44	0.41	0.31	0.02	0.11	0.67	0.02	0.11	0.25	0.38	0.14	0.02	0.14	0.22	0.14	0.22	0.32	
HOC-IL	5401	4.32	225	0.31	0.07	0.22	2.72	0.24	0.28	5.70	0.52	0.20	0.37	0.13	1.89	1.52	0.04	0.43	0.33	1.04	0.63	0.09	8.20	0.30	1.17	0.11	2.11	0.02	0.26	0.13	1.80	0.02	6.13	0	0.57	21.22	1.87	0.22	0	0.52	9.16	1.11	0.33	0.59	0.41	0.93	0.80	0.04	1.50	0.30	3.85	0.15	0.54	0.04	0.19	0.02	0.28	0.20	2.17	0.09	4.65	0.17	0.06	5.35	1.37	1.94	2.52	7.35	0.19	0.96	0.02	1.44	2.07	0.09	1.44	0.91	0.04	0.96	0.04	0.09	1.59	0.26	0.50	0.07	0.09	0.19	0	0.15	0.65	0.31	0.17	0	0.11	0.22	0.06	0.26	0.24	
HOC-IM	7781	4.49	225	0	0	0.36	3.38	0.15	0.15	5.37	0.53	0.24	0.42	0.17	1.89	0.94	0.10	0.49	0.36	0.93	0.75	0.08	8.56	0.36	0.95	0.18	2.60	0.05	0.23	0.05	1.76	0.18	6.89	0	0.23	20.38	2.42	0.12	0	0.63	8.98	1.32	0.24	0.66	0.45	0.91	1.18	0.03	1.07	0.28	3.74	0.22	0.82	0	0.26	0.10	0.48	0.59	2.58	0.27	2.42	0.12	0.03	5.81	2.21	1.94	2.30	6.85	0.17	0.76	0.01	1.44	2.20	0.12	1.27	0.75	0.03	0.94	0.03	0.09	1.85	0.15	0.35	0.05	0.14	0.59	0	0.21	0.96	0.46	0.08	0.01	0.15	0.22	0.14	0.23	0.39	
HOC-IN	1628	4.10	227	0	0	0.49	3.69	0.31	0.55	6.57	1.04	0.43	0.31	0.12	1.72	1.04	0.12	0.43	0.12	0.55	0.25	0.06	6.33	0.12	1.29	0.06	7.43	0.06	1.84	0.12	0.98	0	5.53	0.06	0	23.83	1.35	0.25	0	0.86	9.03	0.68	0.06	0.80	0.31	0.80	3.19	0	0.55	0.18	2.89	0.49	0.55	0	0.06	0	0.06	0.31	2.40	0	3.38	0	0.12	7.31	2.83	1.47	1.54	3.69	0.18	0.55	0	0.98	2.46	0.12	1.23	0.43	0	0.55	0.06	0.25	0.68	0.31	0.43	0	0.06	0.25	0	0.25	0.31	0.25	0	0	0.06	0.31	0.12	0.18	0.49	
HOC-IO	3862	4.65	220	0	0	0.39	3.16	0.13	0.13	5.59	0.31	0.21	0.36	0.18	1.76	0.75	0.05	0.28	0.08	0.78	0.91	0.10	9.92	0.39	0.91	0.47	2.56	0.03	0.39	0.05	1.37	0.05	6.45	0	0.16	22.16	2.56	0.21	0	0.44	9.81	1.09	0.21	0.65	0.83	0.96	1.40	0.03	0.83	0.10	3.86	0.28	0.41	0	0.49	0.03	0.65	0.54	1.99	0.16	2.56	0.21	0.08	5.36	1.76	1.81	2.30	6.65	0.26	0.80	0.03	0.98	2.36	0.16	0.67	0.88	0.03	0.80	0.10	0.05	1.79	0.16	0.41	0.08	0.08	0.60	0.03	0.08	0.47	0.23	0.03	0.03	0.08	0.36	0.13	0.31	0.44	
HOC-IP	5047	4.38	226	0	0	0.69	3.86	0.20	0.20	5.71	0.91	0.26	0.75	0.06	2.06	0.65	0.04	0.46	0.24	1.25	0.83	0.16	9.13	0.40	1.03	0.16	2.69	0.08	0.16	0	1.68	0.12	7.69	0	0.46	19.66	1.57	0.18	0	0.61	9.51	3.09	0.20	0.59	0.53	1.31	1.13	0	1.41	0.71	3.96	0.12	0.48	0.02	0.14	0.14	0.34	0.46	1.82	0.12	1.15	0.22	0.10	5.31	1.41	1.62	2.14	7.53	0.20	0.95	0	1.27	3.03	0.02	1.59	0.91	0	0.57	0.02	0.06	2.04	0.16	0.32	0.06	0.12	0.48	0	0.16	0.36	0.50	0.14	0.04	0.10	0.32	0.10	0.32	0.69	
HOC-IQ	6365	4.58	224	0	0	0.16	3.30	0.14	0.14	5.45	0.20	0.17	0.58	0.24	3.00	0.97	0.08	0.38	0.17	0.80	0.36	0.03	8.81	0.36	0.94	0.30	2.20	0.02	0.22	0	1.49	0.06	6.93	0.02	0.28	20.94	2.81	0.17	0	1.01	9.49	1.26	0.27	0.77	0.47	1.18	1.40	0.02	1.04	0.25	3.21	0.17	0.20	0	0.44	0.02	0.63	0.44	2.25	0.14	2.64	0.27	0.06	5.78	0.85	1.52	2.25	7.57	0.16	0.64	0.02	1.51	2.50	0.09	0.36	0.71	0	0.99	0.06	0.05	1.71	0.25	0.30	0.02	0.02	0.36	0.09	0.03	0.52	0.27	0.05	0.03	0.14	0.19	0.06	0.14	0.17	
HOC-IR	973	4.23	194	0	0	0.72	3.80	0	0	8.53	1.44	0.21	0.31	0	2.16	1.44	0.21	0.10	0.21	0.41	0.21	0	9.15	0.31	0.92	0.10	3.39	0	0.31	0	1.85	0	7.81	0	0	28.67	1.13	0	0	1.13	9.87	0.51	0.31	0.62	0.62	0.62	1.64	0	1.23	0	3.70	0.31	0.10	0	0.10	0	0	0.21	0.41	0.10	4.52	0.21	0.10	3.60	5.65	1.13	1.64	2.16	0.10	0.41	0	0.62	3.19	0	0.10	0.82	0	0.62	0	0	1.44	0	0.10	0	0.10	1.03	0	0.10	0.21	0.10	0	0	0	0.21	0.10	0.10	0.72	
HOC-IS	2918	4.55	232	0	0	0.48	4.01	0.17	0.17	5.89	0.65	0.48	0.31	0.24	2.23	0.58	0.10	0.38	0.34	0.72	0.55	0.03	7.47	0.34	1.34	0.48	3.19	0.07	0.17	0	1.30	0.03	6.41	0	0.27	18.85	4.08	0.31	0.03	0.58	9.53	2.33	0.27	1.06	0.17	1.47	0.45	0.03	1.20	0.51	4.39	0.10	0.48	0	0.45	0.03	0.48	0.34	2.60	0.14	1.27	0.10	0.07	4.97	1.23	1.51	3.02	8.64	0.21	0.62	0	0.99	2.91	0.14	0.96	1.34	0	0.65	0.10	0.17	2.06	0.24	0.62	0.03	0.17	0.27	0	0.07	0.24	0.21	0.14	0	0.14	0.07	0.10	0.17	0.48	
HOC-IT	7713	4.27	200	0	0	0.10	2.14	0.12	0.12	6.82	0.19	0.67	0.14	0.06	2.45	0.27	0.14	0.14	0.06	1.28	0.49	0.10	7.88	0.18	0.71	0.19	6.83	0	0.21	0.03	1.22	0.06	6.90	0	0.29	21.47	1.40	0.14	0.01	1.37	9.41	1.05	0.27	1.21	0.27	1.00	0.82	0.01	1.43	0.12	3.36	0.09	0.32	0	0.23	0.03	0.51	0.76	1.82	0.18	2.35	0.10	0.08	4.93	2.64	1.28	2.96	6.13	0.10	0.76	0.01	1.12	2.79	0.23	0.70	1.00	0	1.01	0.05	0.03	2.29	0.14	0.17	0.01	0.05	0.75	0	0.04	0.48	0.25	0.13	0.03	0.14	0.27	0.08	0.16	0.12	
HOC-IU	2931	4.42	227	0	0	0.24	3.65	0.10	0.10	4.88	0.75	0.24	0.55	0.24	1.94	1.88	0.10	0.38	0.27	0.75	0.44	0	8.87	0.34	1.23	0.41	2.93	0	0.34	0.03	1.67	0.07	6.28	0	0.41	22.18	1.30	0.14	0.03	0.65	9.59	1.54	0.55	0.55	0.20	0.85	1.54	0	1.43	0.24	5.12	0.07	0.20	0.03	0.27	0.03	0.38	0.20	2.18	0.17	1.50	0	0	5.80	1.02	2.52	1.71	6.72	0.10	0.58	0	1.19	2.25	0.03	0.89	0.92	0.03	0.34	0.10	0.31	1.36	0.10	0.34	0.07	0.17	0.38	0.07	0.10	0.55	0.17	0.14	0	0.14	0.17	0.10	0.41	0.24	
HOC-IV	2375	4.52	219	0.04	0	0.29	4.04	0.13	0.13	5.14	0.46	0.34	0.42	0.17	2.32	0.80	0.04	0.51	0.25	1.52	0.76	0	7.58	0.51	0.93	0.29	2.99	0.13	0.67	0.04	1.81	0	6.15	0	0.46	21.64	2.36	0.08	0	0.67	9.52	1.31	0.34	0.51	0.29	1.01	0.80	0	1.73	0.55	3.71	0.13	0.51	0	0.29	0.08	0.21	0.55	1.94	0.17	0.97	0.38	0	4.88	1.60	2.32	2.69	7.92	0.13	0.59	0	1.39	1.94	0.17	1.18	1.26	0.04	0.80	0.04	0.13	2.02	0.21	0.38	0	0.13	0.51	0	0.04	0.21	0.72	0.13	0	0.08	0.29	0.04	0.42	0.34	
HOC-IW	1962	4.84	231	0	0	0.15	2.85	0.20	0.20	5.76	0.10	0.20	0.20	0.15	2.50	0.56	0.05	0.41	0.25	0.61	0.46	0.05	9.53	0.41	1.22	0.20	1.38	0	0.20	0	1.58	0	8.77	0	0.41	19.78	4.03	0.20	0	0.92	8.82	1.94	0.51	0.82	0.87	1.07	1.33	0	1.38	0.15	3.62	0.10	0	0	0.41	0.15	0.41	0.76	2.50	0.05	1.68	0.36	0.05	5.66	1.22	1.89	1.94	6.63	0.36	0.56	0.10	1.17	2.65	0.10	0.56	0.71	0	0.82	0	0.15	1.17	0.05	0.36	0.20	0.10	0.82	0.05	0.05	0.41	0.20	0.05	0.20	0	0.25	0.05	0.36	0.20	
HOC-IX	4928	4.39	218	0.18	0.02	0.34	3.61	0.22	0.20	5.22	0.43	0.18	0.61	0.10	2.21	0.91	0	0.69	0.26	0.65	0.55	0	8.12	0.34	1.08	0.30	4.12	0.04	0.39	0.06	1.54	0.02	6.80	0	0.43	18.87	2.39	0.10	0	0.55	9.76	1.64	0.12	0.77	0.30	1.26	1.32	0.02	1.60	0.39	4.10	0.16	0.85	0	0.18	0.04	0.26	0.39	2.44	0.24	1.36	0.18	0.08	6.17	1.24	1.95	1.91	7.33	0.24	0.83	0	1.44	2.44	0.04	1.08	0.95	0.06	0.49	0.08	0.14	1.18	0.22	0.28	0.08	0.18	0.71	0.06	0.10	0.24	0.22	0.02	0.04	0.08	0.20	0.04	0.22	0.37	
HOC-IY	3839	4.53	233	0	0	0.36	3.41	0.31	0.31	5.97	0.65	0.10	0.49	0.05	2.60	0.65	0.05	0.31	0.16	0.47	0.91	0.10	9.51	0.21	1.15	0.16	3.70	0.05	0.26	0.05	1.59	0.18	7.66	0	0.49	19.72	2.79	0.23	0	0.89	9.14	1.38	0.21	0.78	0.42	1.07	1.62	0	1.17	0.26	3.65	0.18	0.23	0.03	0.26	0	0.47	0.36	2.21	0.10	1.17	0.13	0.08	6.20	1.02	1.67	2.16	7.16	0.26	0.78	0.03	1.38	2.60	0.13	0.99	0.96	0.03	0.39	0	0	1.85	0.23	0.49	0.10	0.08	0.52	0	0.10	0.44	0.44	0.08	0.03	0.18	0.05	0.08	0.16	0.39	
HOC-IZ	2039	4.87	234	0	0	0.54	4.36	0.39	0.39	4.81	0.39	0.15	0.44	0.29	2.06	0.59	0	0.39	0.49	0.88	0.49	0.05	10.20	0.05	0.54	0.39	2.21	0	0.34	0.10	1.77	0.05	7.06	0	0.88	19.52	4.90	0.49	0	0.83	9.81	1.86	0.29	0.54	0.25	0.83	0.54	0	1.08	0.44	3.19	0.05	0.54	0	0.34	0.05	0.25	0.49	2.45	0.10	1.13	0.25	0	5.35	1.32	2.26	3.24	6.13	0.20	0.59	0	1.28	2.01	0.10	0.78	1.13	0.10	1.08	0.05	0.15	1.23	0.10	0.10	0.15	0.15	0.49	0	0.05	0.59	0.25	0	0	0.05	0.15	0.05	0.39	0.54	
HOC-JA	7159	4.52	219	0	0	0.53	3.63	0.22	0.22	5.22	0.49	0.29	0.53	0.08	2.53	0.75	0.03	0.39	0.20	1.29	0.52	0.06	8.58	0.35	0.80	0.34	2.81	0.07	0.49	0.03	1.37	0.11	6.98	0	0.66	20.90	2.71	0.21	0	1.06	10.13	0.92	0.25	0.53	0.25	0.85	0.57	0.01	1.42	0.29	3.60	0.34	0.31	0	0.38	0.07	0.38	0.39	2.15	0.20	1.94	0.18	0	4.92	1.70	1.86	2.91	7.18	0.27	0.57	0.06	1.44	2.25	0.15	0.59	1.06	0	1.02	0.04	0.11	1.45	0.24	0.56	0.06	0.07	0.47	0.03	0.14	0.24	0.31	0.06	0.04	0.15	0.36	0.18	0.22	0.61	
HOC-JB	4712	4.59	236	0	0.02	0.57	3.97	0.23	0.34	5.79	0.57	0.30	0.55	0.13	1.99	0.72	0	0.19	0.23	0.72	0.79	0.06	8.74	0.15	1.02	0.13	2.12	0.02	0.17	0.02	1.63	0.08	6.18	0.11	0.15	21.39	2.99	0.23	0	0.38	9.34	1.25	0.66	0.42	0.51	0.98	0.81	0	1.46	0.15	4.05	0.04	0.40	0	0.30	0.02	0.38	0.25	1.93	0.36	4.58	0.13	0.06	4.22	2.21	1.97	2.87	7.77	0.19	0.55	0.02	1.19	2.29	0.23	1.06	0.91	0.02	1.21	0.02	0.08	1.70	0.19	0.57	0.11	0.15	0.70	0.02	0.17	0.81	0.59	0.11	0.06	0.04	0.21	0.11	0.25	0.57	
HOC-JC	6792	4.51	219	0	0.01	0.44	3.28	0.25	0.25	5.77	0.60	0.35	0.49	0.18	1.96	0.38	0.06	0.50	0.31	1.13	0.84	0.09	7.17	0.28	0.78	0.37	3.14	0.04	0.81	0	1.88	0.07	7.38	0	0.69	16.92	2.55	0.12	0	0.57	9.03	1.60	0.27	1.05	0.27	1.25	1.21	0.03	1.34	0.47	3.75	0.16	0.80	0	0.38	0.09	0.53	0.44	2.68	0.16	1.43	0.25	0.04	6.80	0.84	2.93	2.31	7.80	0.28	1.09	0	1.72	2.89	0.19	0.96	1.18	0	0.54	0.04	0.07	1.80	0.10	0.63	0.07	0.10	0.44	0.01	0.10	0.35	0.27	0.07	0.04	0.22	0.46	0.07	0.25	0.47	
HOC-JD	2039	4.43	221	0	0	0.54	5.39	0.15	0.15	5.54	0.88	0.15	0.64	0	2.45	0.98	0.15	0.20	0.10	0.49	0.64	0.05	7.41	0.34	1.42	0.25	2.75	0.29	0.69	0	1.96	0.10	8.44	0.05	0.29	20.60	1.91	0.25	0	0.88	8.93	0.83	0.15	1.32	0.93	0.69	0.44	0	1.62	0.39	4.12	0.25	1.13	0	0.44	0.20	0.29	0.34	1.03	0.39	3.43	0.25	0.05	4.12	2.26	2.06	2.31	7.26	0	0.88	0	1.18	2.75	0.10	1.72	0.93	0.05	0.54	0.10	0.05	1.32	0.34	1.18	0	0.05	0.39	0.05	0.25	0.25	0.44	0	0	0.05	0.05	0.05	0.15	0.69	
HOC-JE	5144	4.41	216	0	0	0.35	3.69	0.35	0.35	5.05	0.43	0.51	0.62	0.19	2.26	1.05	0.16	0.58	0.41	0.89	0.54	0	7.74	0.51	0.95	0.33	5.66	0	0.31	0	1.32	0.04	6.92	0	0.41	18.04	2.04	0.21	0.04	0.52	9.08	1.22	0.14	0.89	0.25	1.63	1.07	0	0.87	0.25	3.67	0.12	0.37	0.02	0.31	0.10	0.64	0.45	2.27	0.17	2.39	0.17	0	5.07	4.53	1.98	2.97	5.17	0.16	0.49	0.02	1.19	3.25	0.25	0.82	1.34	0	0.91	0.02	0.21	1.92	0.21	0.29	0.08	0.16	0.87	0.02	0.21	0.41	0.49	0.12	0.04	0.04	0.21	0.10	0.25	0.35	
HOC-JF	9114	4.52	218	0.08	0	0.25	4.13	0.18	0.18	5.42	0.48	0.26	0.55	0.14	2.15	0.95	0.09	0.52	0.39	0.77	0.60	0.03	7.40	0.27	0.89	0.23	3.57	0.07	1.71	0.04	1.38	0.03	6.52	0	0.63	19.05	2.25	0.34	0.01	0.70	9.90	1.74	0.44	0.60	0.18	1.06	0.87	0	1.22	0.38	3.85	0.31	0.65	0	0.23	0.04	0.36	0.24	2.53	0.15	1.69	0.15	0.01	5.88	0.84	2.53	2.29	7.85	0.23	0.65	0.02	1.35	2.56	0.10	0.94	1.09	0.04	0.44	0.02	0.10	1.33	0.30	0.42	0.07	0.14	0.44	0.02	0.15	0.26	0.35	0.05	0.03	0.12	0.29	0.15	0.33	0.29	
HOC-JG	7786	4.51	235	0	0.09	0.33	3.57	0.15	0.15	5.27	0.58	0.23	0.68	0.15	1.89	1.26	0.01	0.35	0.32	0.96	0.57	0.09	8.23	0.31	1.28	0.39	3.34	0.08	0.36	0.03	1.58	0.09	6.94	0	0.35	22.25	2.47	0.15	0.01	0.81	9.94	1.18	0.40	0.71	0.64	0.87	0.87	0.01	1.21	0.28	3.69	0.32	0.36	0.01	0.30	0.06	0.41	0.33	2.12	0.19	1.41	0.31	0.01	5.02	1.22	2.38	1.73	7.08	0.21	0.57	0.01	1.22	2.25	0.09	1.19	0.76	0.03	0.49	0.09	0.13	1.43	0.19	0.37	0.06	0.21	0.48	0.04	0.12	0.31	0.30	0.13	0.04	0.10	0.15	0.09	0.28	0.36	
