Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
HOC-CK	2787	4.59	218	0	0	0.11	2.73	0.11	0.11	5.31	0.14	0.32	0.47	0.04	2.12	0.29	0	0.47	0.36	0.83	0.57	0.04	8.83	0.39	0.50	0.32	2.76	0.04	0.72	0	2.01	0	6.42	0	0.72	19.91	2.80	0.32	0.07	0.90	9.19	1.58	0.32	0.83	0.11	0.97	1.11	0.04	1.40	0.11	3.66	0.29	0.14	0	0.18	0.14	0.47	0.47	2.83	0.18	1.76	0.25	0.18	7.03	0.54	2.08	3.05	6.93	0.11	0.39	0	1.22	2.26	0.07	0.86	1.29	0.07	0.86	0	0.04	1.61	0.22	0.36	0	0.11	0.43	0.07	0.14	0.54	0.36	0.04	0	0.18	0.22	0.14	0.25	0.11	
HOC-CL	1757	4.30	210	0	0	0.17	3.47	0.28	0.28	5.41	0.17	0.34	0.57	0.17	1.94	0.34	0.11	1.31	0.23	1.02	1.08	0	5.63	0.11	0.74	0.11	3.30	0	0.97	0	1.20	0.17	5.24	0	0.51	17.13	1.99	0.23	0	0.46	9.28	1.20	0.51	1.20	0.68	1.25	1.14	0.06	0.85	0.46	3.41	0.06	1.82	0	0.46	0.06	0.46	0.51	2.96	0.17	4.67	0.23	0.11	7.17	1.65	1.59	2.16	7.80	0.28	1.14	0.06	1.99	2.68	0	1.59	0.97	0	0.80	0	0.06	1.76	0.74	0.63	0.11	0	0.63	0	0.11	0.34	0.40	0.17	0	0	0	0.11	0.17	0.17	
HOC-CM	1712	4.91	228	0	0	0.06	4.44	0.18	0.18	5.32	0.35	0.29	0.76	0.12	1.87	1.34	0.06	0.18	0.18	1.34	0.82	0	9.29	0.58	0.82	0.35	1.29	0	0.35	0	1.52	0	6.95	0	0.23	21.20	4.85	0.23	0	1.29	10.22	1.11	0.12	0.53	0.53	0.58	1.81	0	0.64	0.12	3.62	0.18	0.18	0	0.41	0	0.47	0.70	1.23	0.47	2.39	0.35	0	4.44	1.23	1.52	3.21	6.60	0.23	0.70	0	0.88	2.34	0.18	0.35	1.05	0.12	1.11	0.06	0	1.34	0.12	0.35	0.06	0.12	0.35	0	0.06	0.12	0.12	0	0	0.18	0.29	0	0.29	0.06	
HOC-CN	4199	4.26	244	0.05	0	0.79	2.95	0.36	0.36	6.07	1.14	0.14	0.52	0.24	1.29	1.38	0	0.57	0.40	0.88	0.43	0	9.15	0.26	0.93	0.48	2.62	0.12	0.36	0	1.55	0.07	5.60	0.02	0.10	21.08	1.33	0.19	0.02	0.45	9.43	1.36	0.31	1.05	0.14	0.67	0.55	0.05	1.36	0.50	6.98	0.17	1.50	0.24	0.24	0.02	0.17	0.31	1.69	0.14	1.55	0.12	0.07	4.62	1.19	2.14	1.95	9.43	0.17	0.48	0	1.07	2.07	0.07	1.21	0.71	0.02	0.31	0.07	0.12	1.26	0.14	0.38	0	0.10	0.21	0	0.17	0.24	0.24	0.17	0	1.74	0.05	0.17	0.43	0.74	
HOC-CO	4425	4.41	215	0.05	0	0.27	3.07	0.25	0.29	5.54	0.63	0.16	0.45	0.16	1.81	0.66	0.09	0.56	0.25	0.97	0.61	0.02	7.28	0.29	1.27	0.27	3.50	0.02	0.54	0.02	1.22	0.11	5.40	0	0.54	21.81	1.22	0.27	0	0.38	9.13	2.06	0.36	0.95	0.20	0.97	1.04	0	1.51	0.41	4.18	0.41	1.24	0.05	0.23	0.05	0.27	0.25	2.46	0.09	1.49	0.34	0.14	6.24	0.66	3.05	2.12	7.95	0.16	0.47	0	1.54	1.94	0.11	1.60	1.08	0.02	0.29	0	0.14	1.11	0.23	0.32	0.11	0.05	0.63	0.05	0.20	0.38	0.18	0.07	0.02	0.14	0.20	0.11	0.79	0.32	
HOC-CP	4518	4.28	238	0	0	0.27	2.81	0.04	0.04	6.24	0.33	0.38	0.29	0.07	1.86	1.37	0.07	0.31	0.02	1.26	1.00	0.07	8.23	0.18	1.31	0.33	5.80	0	0.33	0	1.79	0.09	4.69	0	0.15	21.18	0.95	0.11	0.02	1.00	10.69	1.06	0.31	0.66	0.18	0.89	0.62	0	1.68	0.44	4.38	0.15	0.38	0	0.18	0.04	0.24	1.37	1.64	0.11	0.73	0.15	0.04	3.50	4.14	2.48	3.12	5.95	0.13	0.91	0	0.91	2.55	0.13	0.93	1.02	0.02	1.35	0.02	0.20	2.17	0.04	0.38	0.04	0.13	0.55	0.02	0.18	0.22	0.38	0.20	0	0.13	0.35	0.09	0.40	0.27	
HOC-CQ	7948	4.64	200	0	0	0.23	3.50	0.19	0.19	5.18	0.55	0.21	0.48	0.24	2.28	0.47	0.03	0.44	0.24	0.89	0.65	0.11	10.22	0.30	0.68	0.25	2.19	0.03	0.38	0.08	1.48	0.11	6.18	0	0.93	21.72	2.78	0.13	0	0.89	9.46	1.21	0.38	0.69	0.31	0.59	0.98	0.01	1.30	0.13	3.38	0.35	0.14	0	0.21	0.10	0.34	0.53	2.49	0.10	2.48	0.13	0.04	6.43	1.27	2.14	2.55	5.93	0.14	0.57	0	1.35	1.74	0.10	0.54	1.12	0.03	0.57	0.05	0.08	1.56	0.20	0.33	0.03	0.15	0.54	0.04	0.09	0.49	0.42	0.06	0.05	0.13	0.20	0.19	0.31	0.24	
HOC-CR	7027	4.58	228	0	0	0.48	3.30	0.14	0.14	5.27	0.67	0.31	0.34	0.09	1.96	0.51	0.01	0.84	0.31	1.30	0.94	0.04	8.04	0.16	0.71	0.40	3.15	0.01	0.16	0.04	1.52	0.07	6.65	0	0.73	18.54	2.95	0.19	0	0.65	9.85	1.00	0.17	0.84	0.26	1.04	1.32	0.03	1.21	0.31	3.83	0.43	0.93	0	0.36	0.04	0.34	0.41	2.52	0.16	2.09	0.10	0.07	6.20	1.45	1.92	3.07	6.77	0.23	1.04	0.01	1.47	2.26	0.06	0.98	1.81	0.01	0.53	0.09	0.13	1.78	0.19	0.51	0.04	0.07	0.53	0.03	0.14	0.70	0.28	0.09	0	0.31	0.34	0.10	0.27	0.53	
HOC-CS	2158	4.32	204	0	0	0.32	3.99	0.19	0.19	5.61	0.88	0.37	0.79	0.28	2.09	0.70	0.09	0.46	0.46	1.02	0.88	0.09	6.81	0.23	1.44	0.28	5.00	0.19	0.46	0	2.27	0.05	5.65	0	0.19	18.12	1.76	0	0	0.32	9.78	1.58	0.42	0.28	0.23	1.34	1.58	0	1.20	0.42	4.12	0.19	1.16	0	0.19	0	0.28	0.93	2.69	0.09	0.60	0.19	0.14	5.98	1.85	2.97	2.04	7.69	0.19	0.70	0	1.25	3.10	0.05	1.02	0.65	0.09	0.97	0.05	0.05	1.34	0.14	0.42	0	0.05	0.74	0	0.09	0.51	0.46	0.05	0	0.05	0.14	0.09	0.23	0.37	
HOC-CT	9114	4.51	204	0	0	0.36	3.26	0.16	0.16	5.74	0.43	0.24	0.34	0.19	2.18	0.60	0.03	0.67	0.41	1.14	0.78	0.03	8.81	0.37	0.92	0.32	2.86	0.09	1.17	0.02	1.74	0.13	5.31	0	0.97	20.85	1.70	0.13	0	0.82	9.49	1.59	0.29	0.58	0.24	0.69	1.37	0.05	1.15	0.19	3.52	0.30	0.42	0	0.50	0.02	0.38	0.41	2.14	0.21	1.92	0.18	0.09	6.35	1.43	2.19	2.17	6.75	0.10	0.76	0.01	1.67	2.11	0.12	0.90	0.88	0.01	0.77	0.03	0.13	1.70	0.21	0.44	0.02	0.18	0.64	0.04	0.16	0.29	0.24	0.10	0.03	0.13	0.25	0.11	0.27	0.37	
HOC-CU	8210	4.56	212	0	0	0.34	3.12	0.09	0.09	5.41	0.65	0.33	0.43	0.19	2.41	0.63	0.07	0.38	0.26	1.12	0.82	0.06	9.29	0.41	0.89	0.34	2.64	0.01	0.66	0.04	1.46	0.12	6.09	0	0.48	20.58	2.36	0.11	0	0.60	9.78	1.52	0.34	0.67	0.41	1.16	1.12	0.01	1.06	0.23	3.37	0.26	0.49	0	0.35	0.09	0.57	0.30	2.29	0.21	1.75	0.13	0.01	5.82	1.49	2.30	2.01	6.93	0.21	0.84	0	1.72	2.39	0.07	0.72	0.83	0.02	0.58	0.02	0.06	1.60	0.17	0.61	0.09	0.13	0.54	0.04	0.18	0.33	0.38	0.11	0.02	0.24	0.19	0.10	0.27	0.34	
HOC-CV	3736	4.34	225	0.03	0	0.54	3.43	0.35	0.35	6.08	0.75	0.21	0.46	0.03	1.95	0.78	0.08	0.32	0.21	0.78	0.56	0.11	7.41	0.35	1.90	0.16	4.87	0.03	0.94	0.03	1.79	0.08	4.15	0	0.21	20.72	1.37	0.19	0	0.72	9.37	2.44	0.16	0.51	0.43	0.56	0.54	0	1.66	0.43	4.68	0.64	0.46	0	0.21	0.05	0.37	1.66	2.57	0.21	1.34	0.19	0.27	5.70	1.77	1.95	1.42	7.82	0.16	0.40	0	1.71	2.01	0.08	2.28	0.67	0	0.24	0.08	0.08	1.69	0.29	0.29	0.05	0.27	0.51	0	0.16	0.21	0.35	0.05	0	0.03	0.13	0.08	0.19	0.59	
HOC-CW	3729	4.61	227	0	0	0.29	3.86	0.46	0.46	5.34	0.62	0.32	0.64	0.11	2.01	0.91	0.03	0.38	0.40	0.91	0.86	0	7.99	0.38	1.34	0.56	3.14	0.05	0.16	0.05	1.31	0.08	6.49	0	0.19	20.54	3.11	0	0	0.56	10.27	0.80	0.19	0.67	0.48	0.94	1.13	0.05	1.34	0.24	3.62	0.08	0.54	0.03	0.24	0.08	0.78	0.35	2.12	0.21	2.09	0.13	0.05	4.91	2.15	2.04	2.44	6.92	0.21	0.88	0	1.82	2.28	0.11	1.80	1.02	0.03	0.67	0.03	0.13	1.90	0.11	0.51	0.08	0.05	0.40	0.08	0.24	0.38	0.29	0	0.03	0.13	0.51	0.08	0.29	0.29	
HOC-CX	6414	4.40	230	0	0	0.30	2.79	0.17	0.17	5.86	0.41	0.25	0.39	0.17	2.21	0.65	0.05	0.69	0.16	1.15	0.59	0.02	8.61	0.30	0.44	0.16	2.42	0.03	0.27	0.03	1.18	0.11	5.18	0	1.20	19.91	1.68	0.08	0	0.51	9.09	1.25	0.33	0.59	0.56	1.09	0.75	0.03	0.84	0.44	3.73	0.20	1.04	0	0.34	0.20	0.44	0.58	2.46	0.20	3.41	0.05	0.05	5.86	3.34	1.76	4.66	6.08	0.20	1.01	0.03	1.45	2.57	0.11	0.92	1.96	0.06	1.73	0.05	0.12	1.59	0.31	0.45	0.02	0.14	0.61	0.03	0.12	0.45	0.36	0.11	0.08	0.16	0.28	0.19	0.25	0.31	
HOC-CY	2587	4.32	225	0	0	0.39	3.90	0.19	0.19	5.84	0.73	0.12	0.70	0.19	2.74	0.58	0.12	0.70	0.23	0.50	0.50	0.04	6.73	0.15	0.77	0.23	4.02	0.12	0.27	0.08	1.66	0.04	5.60	0	0.70	20.76	1.24	0.19	0.04	0.43	8.54	2.32	0.35	0.97	0.58	0.81	1.16	0	1.43	0.58	4.25	0.46	1.28	0	0.31	0	0.19	0.43	1.93	0.15	1.97	0.08	0.08	6.96	1.86	2.78	2.28	6.57	0.19	0.77	0	1.62	2.51	0.27	2.32	1.04	0	0.27	0.04	0.04	1.51	0.31	0.31	0.08	0.23	0.58	0	0.15	0.43	0.46	0.15	0	0.19	0.27	0.15	0.62	0.54	
HOC-CZ	2221	4.70	216	0	0	0.41	3.15	0.18	0.18	4.82	0.32	0.14	0.54	0.23	2.03	0.50	0.09	0.54	0.36	1.35	0.50	0.09	8.64	0.14	1.08	0.45	1.62	0.05	0.18	0	0.86	0.32	7.74	0	0.68	19.59	3.47	0.23	0	0.63	9.82	0.99	0.36	0.59	0.32	0.68	1.49	0	1.44	0.36	4.05	0.27	0.05	0	0.27	0.14	0.45	0.45	2.48	0.09	2.39	0.27	0	6.21	0.59	2.57	2.93	6.80	0.41	0.59	0	1.13	1.98	0.23	0.68	1.49	0	0.72	0.05	0.14	1.35	0.18	0.54	0.18	0.32	0.45	0.05	0.05	0.99	0.23	0.23	0.05	0.18	0.18	0.14	0.41	0.45	
HOC-DA	3210	4.60	207	0	0.09	0.56	3.55	0.19	0.19	5.73	0.72	0.09	0.69	0.09	1.68	0.56	0.06	0.50	0.22	1.00	0.75	0.03	8.82	0.25	0.84	0.44	3.71	0.03	0.31	0	1.28	0.09	7.01	0	0.40	20.87	3.33	0.31	0	0.87	10.28	1.59	0.50	0.84	0.37	0.69	1.43	0	1.31	0.28	4.14	0.12	0.12	0	0.19	0.09	0.37	0.75	2.49	0.12	0.62	0.28	0.06	5.73	0.87	1.90	2.09	6.88	0.22	0.59	0	0.78	2.06	0.09	0.87	0.69	0.03	0.50	0.09	0.09	1.59	0.09	0.31	0.03	0.03	0.75	0	0.09	0.31	0.19	0.12	0	0.06	0.09	0.03	0.22	0.62	
HOC-DB	6757	4.44	222	0	0	0.34	3.40	0.22	0.22	5.39	0.19	0.21	0.31	0.13	2.46	0.56	0.04	0.56	0.34	0.93	0.52	0.01	8.05	0.21	0.93	0.19	2.68	0.12	0.31	0.04	1.51	0.15	6.27	0	0.75	22.76	1.97	0.12	0	0.84	9.22	1.18	0.34	0.61	0.75	0.99	0.87	0.03	1.04	0.28	3.76	0.21	0.55	0	0.10	0.12	0.37	0.18	2.78	0.12	2.92	0.12	0.04	6.10	1.30	2.60	2.12	6.82	0.31	0.65	0	1.12	2.15	0.06	0.73	0.78	0.01	0.75	0.01	0.04	1.66	0.46	0.44	0.18	0.21	0.33	0.06	0.15	0.18	0.36	0.19	0.01	0.12	0.22	0.09	0.34	0.33	
HOC-DC	4409	4.60	221	0	0	0.25	2.47	0.16	0.16	5.85	0.39	0.25	0.36	0.11	2.18	0.61	0.02	0.36	0.23	0.84	0.36	0.05	8.69	0.41	0.98	0.27	1.27	0.07	0.16	0.02	1.36	0.23	6.49	0	0.66	20.50	4.17	0.16	0	0.73	9.62	1.09	0.27	0.45	0.36	0.61	1.66	0.05	1.18	0.50	3.56	0.20	0.27	0	0.14	0.07	0.34	0.32	2.40	0.18	3.11	0.18	0.02	6.06	1.09	2.27	2.88	7.24	0.36	0.77	0	1.32	1.86	0.14	0.39	1.02	0.02	1.13	0.05	0.16	1.16	0.45	0.39	0.09	0.05	0.79	0	0.09	0.50	0.25	0.11	0.09	0.34	0.27	0.14	0.27	0.32	
HOC-DD	7158	4.70	219	0	0.03	0.28	2.84	0.15	0.15	5.48	0.45	0.24	0.43	0.08	2.26	0.59	0.03	0.52	0.22	0.81	0.54	0.03	9.93	0.34	0.71	0.41	1.83	0	0.25	0.07	1.52	0.07	7.01	0	1.09	20.96	2.91	0.15	0	0.96	9.75	1.52	0.28	0.60	0.22	0.94	1.38	0	1.06	0.21	3.37	0.15	0.34	0	0.35	0.11	0.34	0.34	2.46	0.27	1.87	0.13	0	6.76	1.03	1.82	2.61	5.97	0.10	0.92	0.01	1.05	2.11	0.15	0.53	1.17	0.01	0.75	0.04	0.07	1.58	0.17	0.35	0	0.13	0.46	0.01	0.06	0.88	0.20	0.14	0.04	0.04	0.21	0.11	0.25	0.31	
HOC-DE	5877	4.49	233	0	0.02	0.85	3.47	0.37	0.61	5.72	0.94	0.27	0.58	0.14	2.06	1.41	0.09	0.26	0.34	0.71	0.51	0.05	7.45	0.51	1.02	0.54	3.39	0.07	0.65	0.07	2.01	0.09	7.44	0.19	0.22	20.76	2.13	0.19	0.02	0.71	8.97	1.40	0.31	0.49	0.36	1.09	0.61	0.02	1.43	0.36	4.44	0.54	0.73	0	0.20	0.09	0.41	0.53	2.02	0.10	1.05	0.27	0.10	4.54	1.31	2.18	2.60	8.05	0.27	0.80	0	0.99	2.21	0.10	1.02	0.92	0	0.92	0.07	0.03	1.62	0.10	0.37	0.09	0.34	0.60	0.02	0.14	0.22	0.31	0.10	0.05	0.15	0.19	0.15	0.39	0.95	
HOC-DF	1035	4.59	228	0	0	0.58	2.61	0.19	0.19	5.31	0.48	0.10	0.39	0.19	2.13	0.68	0	0.39	0.19	0.68	0.29	0.19	8.79	0.48	0.97	0.29	2.22	0.19	0.29	0	1.93	0	6.47	0	0.10	22.71	2.22	0.10	0	0.68	11.88	1.84	0.48	0.68	0.77	0.68	1.26	0	0.68	0.19	4.93	0.29	0.10	0	0.29	0.29	0.29	0.87	1.45	0	1.26	0.10	0	4.35	1.16	1.45	3.67	7.05	0.39	0.48	0.10	1.06	2.03	0.29	0.68	0.97	0	1.74	0	0.10	1.74	0.19	0.29	0	0.29	1.16	0	0.19	0.29	0	0.19	0.19	0	0.39	0.39	0.19	0.58	
HOC-DG	1823	4.62	220	0.05	0	0.44	3.84	0.11	0.11	5.49	0.38	0.22	0.60	0.05	2.47	0.55	0.05	0.44	0.44	0.88	0.66	0	7.24	0.22	0.55	0.44	2.08	0	0.22	0	1.59	0.16	6.25	0	0.66	19.58	3.68	0.22	0	1.21	8.78	2.85	0.55	0.71	0.22	1.21	0.99	0	1.43	0.38	4.11	0.33	0.22	0	0.38	0	0.49	0.05	2.58	0.16	1.70	0.38	0.11	6.03	0.55	2.63	2.58	8.12	0.16	0.77	0	0.82	2.63	0.05	0.82	1.26	0	0.60	0	0.16	1.32	0.05	0.33	0.05	0.05	0.16	0	0.11	0.66	0.27	0.11	0.05	0.05	0.33	0.05	0.60	0.44	
HOC-DH	8181	4.34	207	0	0	0.45	3.24	0.09	0.09	5.46	0.35	0.22	0.51	0.15	2.02	0.68	0.04	0.44	0.21	1.21	0.61	0.06	8.64	0.32	1.00	0.23	4.78	0.02	0.34	0.06	1.27	0.20	6.09	0	0.48	19.55	1.64	0.22	0.01	0.86	9.94	1.37	0.29	0.65	0.26	1.01	1.15	0.04	1.22	0.21	3.72	0.24	0.86	0.01	0.23	0.10	0.49	0.55	2.40	0.18	1.60	0.16	0.05	5.89	1.56	1.98	2.54	7.22	0.18	0.77	0	1.34	2.60	0.15	0.92	0.88	0.02	0.81	0.01	0.10	2.00	0.29	0.56	0.09	0.12	0.55	0.02	0.24	0.37	0.37	0.15	0.02	0.13	0.26	0.13	0.18	0.48	
HOC-DI	4660	4.41	231	0	0.04	0.43	3.93	0.32	0.32	5.82	0.54	0.30	0.90	0.17	1.65	1.20	0.02	0.39	0.24	0.97	0.52	0.17	5.90	0.45	1.22	0.24	3.88	0.04	0.58	0.06	1.70	0.09	5.71	0	0.19	21.76	1.74	0.17	0	0.94	8.13	2.66	0.24	0.77	0.45	0.86	1.46	0.02	1.63	0.36	4.06	0.19	1.12	0	0.32	0.13	0.26	0.41	2.36	0.19	1.44	0.15	0.06	5.88	0.90	2.34	2.10	8.05	0.34	0.58	0	1.63	1.91	0.06	1.85	0.60	0.04	0.77	0.04	0.02	1.42	0.28	0.71	0.13	0.15	0.47	0.02	0.17	0.34	0.24	0.17	0.06	0.06	0.13	0.02	0.36	0.43	
HOC-DJ	6345	4.45	234	0	0	0.39	3.18	0.13	0.22	6.18	0.38	0.28	0.43	0.14	2.30	0.66	0.03	0.52	0.20	1.23	0.74	0.11	8.70	0.35	0.88	0.25	3.83	0.03	0.61	0.03	1.34	0.03	5.20	0.14	0.58	20.22	1.64	0.24	0	0.79	8.46	1.72	0.25	0.57	0.30	0.84	1.45	0.02	1.12	0.35	3.80	0.17	0.52	0	0.30	0.09	0.49	0.74	2.30	0.19	1.67	0.19	0.05	6.00	1.28	2.77	2.66	7.69	0.17	0.68	0	1.59	2.27	0.09	1.07	1.12	0.02	0.88	0.02	0.14	2.02	0.32	0.44	0.02	0.22	0.85	0.02	0.16	0.30	0.41	0.19	0.02	0.17	0.11	0.06	0.27	0.44	
HOC-DK	2504	4.63	226	0	0.04	0.28	3.87	0.08	0.08	5.51	0.48	0.36	0.60	0.04	2.44	0.84	0.04	0.60	0.28	0.96	0.76	0.04	7.31	0.40	1.20	0.32	2.96	0	0.24	0.12	1.80	0	6.39	0	0.36	20.25	2.52	0.32	0	0.76	9.42	1.96	0.28	0.64	0.28	1.44	1.52	0	1.56	0.28	4.55	0.08	0.36	0	0.32	0.08	0.32	0.44	2.24	0.12	0.80	0.20	0.08	5.67	0.84	2.24	2.76	7.71	0.12	0.84	0	0.88	2.88	0.04	0.72	1.36	0	0.76	0	0.12	1.16	0.28	0.48	0.04	0.08	0.88	0.16	0.12	0.36	0.16	0.12	0	0.08	0.28	0.08	0.36	0.32	
HOC-DL	8380	4.51	227	0	0	0.35	3.05	0.17	0.17	5.86	0.57	0.39	0.51	0.17	1.91	0.68	0.05	0.35	0.18	1.10	0.74	0.06	8.48	0.48	1.17	0.36	4.02	0.04	0.36	0.06	1.69	0.08	5.81	0	0.33	20.12	2.00	0.13	0	0.70	9.98	1.49	0.39	0.76	0.24	1.30	0.88	0.02	1.15	0.36	3.40	0.35	0.44	0	0.18	0.08	0.45	0.43	2.29	0.21	1.29	0.18	0.08	5.47	1.28	2.47	2.88	7.95	0.10	0.74	0.01	1.15	2.29	0.14	1.21	1.34	0	0.73	0.04	0.11	1.89	0.25	0.55	0.01	0.17	0.56	0.02	0.11	0.27	0.44	0.16	0.02	0.17	0.19	0.17	0.30	0.37	
HOC-DM	8561	4.46	208	0.01	0	0.44	3.32	0.05	0.07	6.04	0.37	0.18	0.37	0.14	2.56	0.74	0.11	0.47	0.27	1.07	0.60	0.08	9.25	0.27	1.33	0.29	3.71	0.07	0.60	0.02	1.46	0.21	5.95	0.02	0.49	19.75	1.59	0.20	0	1.07	8.96	1.32	0.42	0.60	0.22	0.93	0.97	0.02	1.24	0.29	3.62	0.23	0.21	0	0.20	0.09	0.51	0.61	2.02	0.19	1.66	0.16	0.11	4.85	1.59	2.20	3.24	8.08	0.16	0.69	0.04	1.60	2.14	0.13	1.06	0.88	0.04	1.79	0.02	0.06	1.79	0.20	0.36	0.08	0.16	0.64	0.01	0.11	0.27	0.30	0.14	0.01	0.18	0.22	0.13	0.18	0.43	
HOC-DN	8985	4.50	238	0	0.01	0.33	3.44	0.06	0.07	5.35	0.45	0.14	0.49	0.22	2.31	0.58	0.03	0.52	0.26	1.06	0.62	0.07	8.99	0.37	0.95	0.19	3.85	0	0.52	0.07	1.66	0.12	6.08	0.01	0.47	20.26	2.26	0.20	0.01	0.86	9.32	1.36	0.33	0.81	0.22	1.00	1.29	0.01	1.06	0.28	3.45	0.17	0.66	0.02	0.28	0.10	0.41	0.50	2.47	0.21	1.55	0.19	0.01	5.79	1.49	2.00	2.54	7.16	0.14	0.69	0.01	1.36	2.35	0.10	0.57	1.05	0.01	0.87	0.01	0.03	1.85	0.22	0.46	0.08	0.10	0.58	0.03	0.16	0.37	0.31	0.16	0.01	0.17	0.10	0.13	0.18	0.36	
HOC-DO	5204	4.50	218	0	0.21	0.27	2.75	0.10	0.10	5.82	0.54	0.12	0.42	0.04	1.90	1.06	0.02	0.54	0.25	1.19	0.65	0.06	9.59	0.44	0.73	0.19	2.84	0	0.48	0.04	1.38	0.19	5.73	0	0.50	21.75	1.65	0.35	0	0.73	9.44	1.17	0.27	0.67	0.15	0.73	0.65	0.02	1.42	0.37	3.57	0.19	0.61	0	0.25	0.08	0.31	0.15	2.46	0.19	1.98	0.17	0.02	5.19	1.27	3.11	2.46	7.67	0.23	0.94	0	1.31	2.02	0.08	0.75	1.21	0.02	0.67	0	0.15	1.35	0.37	0.37	0.10	0.15	0.60	0.04	0.08	0.25	0.25	0.12	0.04	0.21	0.27	0.23	0.38	0.27	
HOC-DP	6708	4.52	223	0	0	0.22	3.06	0.09	0.09	5.92	0.31	0.21	0.37	0.25	2.36	0.64	0.03	0.51	0.27	1.30	0.83	0.06	8.12	0.39	0.86	0.36	3.62	0	0.40	0.01	1.34	0.13	5.72	0	0.51	21.29	1.88	0.19	0	1.04	9.63	1.46	0.25	0.48	0.21	1.00	0.89	0.03	1.03	0.31	3.38	0.13	0.66	0.01	0.33	0.18	0.60	0.30	2.10	0.19	2.24	0.06	0.03	5.34	1.58	2.21	2.22	8.04	0.16	0.75	0	1.49	2.36	0.15	0.60	0.88	0.01	0.83	0.06	0.06	1.48	0.28	0.63	0.10	0.09	0.61	0.01	0.12	0.33	0.25	0.06	0	0.21	0.21	0.07	0.21	0.24	
HOC-DQ	1961	4.76	229	0.36	0	0.10	1.94	0.20	0.20	5.30	0.36	0.15	0.10	0.10	2.04	1.07	0	0.31	0.36	1.02	0.71	0.25	9.84	0.31	0.66	0.31	1.99	0	0.20	0	1.58	0.10	6.02	0	0.71	21.83	3.57	0.25	0	0.56	9.64	1.58	0.31	0.56	0.51	0.97	0.92	0	1.17	0.20	3.98	0.36	0.31	0	0.41	0.15	0.25	0.66	2.35	0.31	1.53	0.20	0.05	5.35	2.50	1.94	3.37	5.25	0.20	0.51	0	0.71	2.09	0	0.56	1.48	0	1.48	0	0.20	1.22	0.05	0.31	0	0.10	0.36	0	0.10	0.15	0.05	0	0.05	0.10	0.15	0.25	0.41	0.10	
HOC-DR	4520	4.39	222	0.04	0	0.75	3.38	0.22	0.22	5.33	0.53	0.22	0.46	0.09	1.55	0.53	0.07	0.55	0.20	1.24	1.06	0.07	7.41	0.33	1.15	0.15	2.72	0.02	0.27	0.02	2.23	0.15	5.71	0	1.04	19.36	2.63	0.11	0.04	0.49	8.65	1.39	0.13	0.62	0.60	1.08	0.80	0	1.19	0.42	3.72	0.15	0.27	0	0.35	0.11	0.49	0.27	1.97	0.29	4.47	0.13	0.04	5.46	2.70	2.37	2.96	6.79	0.11	1.33	0.02	1.59	2.50	0.11	1.26	1.37	0.09	0.93	0.02	0.09	2.19	0.27	0.38	0.07	0.15	0.62	0.04	0.11	0.29	0.38	0.11	0.04	0.15	0.33	0.11	0.27	0.82	
HOC-DS	2516	4.31	208	0	0	0.52	3.14	0.24	0.24	6.08	0.64	0.24	0.52	0.40	2.66	0.99	0.08	0.79	0.44	0.60	0.72	0.04	6.16	0.20	1.79	0.36	3.46	0.08	0.24	0	1.11	0.04	6.96	0	0.16	19.91	1.07	0.40	0	0.56	9.10	1.27	0.91	0.56	0.28	1.35	0.76	0	1.59	0.08	5.33	0.32	0.60	0	0.08	0	0.56	0.24	1.59	0.16	2.94	0.08	0.12	4.73	0.83	2.19	1.95	10.10	0.20	0.44	0	1.55	2.58	0.16	1.83	0.68	0	0.76	0.12	0.24	1.83	0.32	0.48	0.04	0.36	0.36	0.04	0.20	0.28	0.48	0.08	0	0.12	0.24	0	0.36	0.56	
